theta_deg,rate_Hz_per_0.02deg_bin
6.890000000000000568e+00,2.207752248207313254e-08
6.910000000000000142e+00,3.022871376073741925e-08
6.929999999999999716e+00,2.446394211381935540e-08
6.950000000000000178e+00,2.349892326549996215e-08
6.970000000000000639e+00,1.965750223550751845e-08
6.990000000000000213e+00,2.300704614217564512e-08
7.009999999999999787e+00,1.868833367288512588e-08
7.030000000000000249e+00,1.964173216206966490e-08
7.050000000000000711e+00,1.676295801167580238e-08
7.070000000000000284e+00,1.244908953410103021e-08
7.089999999999999858e+00,9.573373516435679116e-09
7.110000000000000320e+00,1.052852299899573127e-08
7.130000000000000782e+00,1.196082852778235009e-08
7.150000000000000355e+00,7.653074808426971768e-09
7.169999999999999929e+00,1.386706944084344728e-08
7.189999999999999503e+00,7.648802664250959083e-09
7.209999999999999964e+00,9.558546198298371059e-09
7.230000000000000426e+00,5.733579179426527709e-09
7.250000000000000000e+00,4.299146120627659759e-09
7.269999999999999574e+00,8.118340513511925474e-09
7.290000000000000036e+00,4.296539062592492900e-09
7.310000000000000497e+00,5.250004235605907950e-09
7.330000000000000071e+00,3.817346893610864497e-09
7.349999999999999645e+00,4.293192738904919103e-09
7.370000000000000107e+00,2.861224474212087254e-09
7.390000000000000568e+00,3.814012645047266176e-09
7.410000000000000142e+00,3.813189423267592180e-09
7.429999999999999716e+00,3.335426858654548549e-09
7.450000000000000178e+00,1.905418270131225348e-09
7.470000000000000639e+00,9.524705735748944638e-10
7.490000000000000213e+00,1.904438379376386377e-09
7.509999999999999787e+00,9.519844220657560878e-10
7.530000000000000249e+00,2.855071254339617517e-09
7.550000000000000711e+00,9.513904583819653849e-10
7.570000000000000284e+00,1.902299950691322733e-09
7.589999999999999858e+00,1.426243005315885464e-09
7.610000000000000320e+00,1.425935521206580896e-09
7.630000000000000782e+00,9.503381303369435352e-10
7.650000000000000355e+00,1.425118644320175202e-09
7.689999999999999503e+00,4.747050025572652246e-10
7.750000000000000000e+00,4.743913280054961954e-10
7.790000000000000036e+00,4.740545936382650095e-10
