hcal_mask,S,Y,E,tracker_k,geometric_per_hour,no_roof_per_hour,concrete_per_hour,half_column_concrete_per_hour,double_column_concrete_per_hour,geometric_se_per_hour,no_roof_se_per_hour,concrete_se_per_hour,half_column_concrete_se_per_hour,double_column_concrete_se_per_hour
2,0,0,1,2,12.209168943720716,17.24310881992806,14.651974582960431,14.780779939008045,14.400549216264494,0.006480682551818033,0.00914318671521303,0.007770730553237176,0.007843499676639911,0.007628741975239104
2,0,0,1,3,3.1355527293864878,4.4298124149933,3.7637381476133314,3.7967533575187886,3.699291995953235,0.005347811500013131,0.0075599902573950575,0.006422200381885703,0.006477347478313887,0.006314442756581028
2,0,0,1,4,30.95803724747608,43.71999601801335,37.14908255819131,37.48179343342629,36.499904945914395,0.0025592501999660983,0.003617694536829884,0.0030733522490051183,0.0030995014116965707,0.0030222566594091454
2,0,1,0,0,243.38371066445987,342.43229001883,291.5182108264809,293.08576490328034,288.42185472997386,0.08979636980476954,0.12762258873258786,0.10827340487866285,0.10893798796941219,0.1069651493075303
2,0,1,0,1,6.865347792335861,9.72746211842855,8.261472277830448,8.311097618810987,8.163652856049552,0.013892002629561962,0.019745202487619934,0.016751219092738166,0.016852587415408463,0.016551573569615848
2,0,1,0,2,33.372593480366895,47.33288237806574,40.18508172600735,40.43070204081569,39.70112130881935,0.008728100131717292,0.012411499473773588,0.010527769460944754,0.010591357296613148,0.010402597175491376
2,0,1,0,3,2.355951338432316,3.347355244360271,2.8400995133690294,2.857690233722897,2.805454508586381,0.0034440301722245244,0.004898713759076016,0.004154811057469539,0.004180133801019798,0.004104931276149365
2,0,1,0,4,20.552842937951713,29.217427889981966,24.78466773483903,24.940842156155796,24.477135596184898,0.0021622489773274133,0.003074121608671454,0.0026077020090185363,0.0026237346757821568,0.002576127917557322
2,0,1,1,0,4.30963356562678,6.081808876729267,5.169209035401169,5.214888453694842,5.080038469063808,0.003424992854455166,0.00483353578250505,0.00410818568322383,0.004144555384073051,0.004037194378615046
2,0,1,1,1,0.9943502926938743,1.403448532286136,1.1927771955586088,1.2033792165162591,1.1720848084724906,0.0035457109884593045,0.0050039225396506775,0.004252938054208002,0.004290795637431584,0.004179051158974114
2,0,1,1,2,6.030942838651889,8.511898849974095,7.234118385848701,7.298947540346198,7.107613695864719,0.004423270981817471,0.006245237371971722,0.0053070196563374805,0.005354615463607941,0.00521414170314995
2,0,1,1,3,1.007184950141884,1.421574555269597,1.2081307259511895,1.2190376061870616,1.186851623504765,0.0053421460732548266,0.007536695450656268,0.006405811747103263,0.0064645342803660525,0.006291283157401904
2,0,1,1,4,13.926453674875038,19.655320964465222,16.703729596200763,16.856908101253836,16.404978578675895,0.0033631072603145192,0.004742732843461388,0.004031532756306414,0.004068898028355511,0.0039586584656363805
2,1,0,0,0,-1.6653345369377348e-16,9.992007221626409e-16,2.7755575615628914e-16,-1.1102230246251565e-16,-2.7755575615628914e-16,5.100643314345708e-16,5.017983495251565e-16,5.100643314345708e-16,5.087681048627601e-16,4.435932976799084e-16
2,1,0,0,1,-6.661338147750939e-16,-2.6645352591003757e-15,-1.1102230246251565e-15,4.440892098500626e-16,2.220446049250313e-16,1.4608731925326084e-15,1.384126098134394e-15,1.3815794058240985e-15,1.3739110057710613e-15,1.4018234061796284e-15
2,1,0,0,2,0.0,1.3322676295501878e-15,0.0,0.0,-2.220446049250313e-16,5.814492627002973e-16,6.500800384324988e-16,6.713997766802521e-16,6.713997766802521e-16,5.241112826866632e-16
2,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,0,4,2.2203209349658426,3.1567430565729873,2.6775919283840324,2.6950529894849384,2.643229733236779,0.0003455009080878303,0.0004913365523089945,0.00041671967956830687,0.00041944964339196515,0.00041134605195689407
2,1,0,1,0,-1.6653345369377348e-16,-4.996003610813204e-16,7.216449660063518e-16,2.220446049250313e-16,-4.996003610813204e-16,5.100643314345708e-16,5.960298103993504e-16,2.7755575615628914e-16,4.893624750040534e-16,3.504558515449071e-16
2,1,0,1,1,-6.661338147750939e-16,1.5543122344752192e-15,-2.4424906541753444e-15,-4.440892098500626e-16,1.9984014443252818e-15,1.4608731925326084e-15,1.590151230943435e-15,9.45786402584173e-16,1.7999901200166977e-15,1.4018234061796284e-15
2,1,0,1,2,0.0,-4.440892098500626e-16,8.881784197001252e-16,2.220446049250313e-16,-6.661338147750939e-16,5.814492627002973e-16,8.049800534370683e-16,3.3569988834012605e-16,6.224042510065565e-16,4.672744687265428e-16
2,1,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,1,4,2.140963025208904,3.020891808290589,2.5673297296658335,2.5913886197565694,2.5204220549887175,0.00045539032371073206,0.0006427163683447525,0.0005461814897955337,0.0005512635036890488,0.000536276353167063
2,1,1,0,0,4.163336342344337e-16,-3.3306690738754696e-16,0.0,3.0531133177191805e-16,8.326672684688674e-17,2.0743861167727382e-16,4.728932012920865e-16,2.620556413433316e-16,1.5665838677988915e-16,3.8215247788597697e-16
2,1,1,0,1,-1.2212453270876722e-15,1.3322676295501878e-15,0.0,-9.992007221626409e-16,-1.1102230246251565e-16,5.551115123125783e-16,1.4918829367190876e-15,7.316409443162488e-16,4.2587272064718815e-16,8.46561306457725e-16
2,1,1,0,2,4.440892098500626e-16,-4.440892098500626e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,2.9072463135014863e-16,5.566952858942009e-16,3.3569988834012605e-16,2.220446049250313e-16,4.0249002671853413e-16
2,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,0,4,1.5731995236238026,2.2362642089740348,1.8969306373863355,1.9094586429070224,1.87228426151045,0.0004721608942220928,0.0006712274987479737,0.0005693576837713277,0.0005731083050598985,0.000561978692751261
2,1,1,1,0,8.326672684688674e-17,3.3306690738754696e-16,3.608224830031759e-16,-1.3877787807814457e-16,4.440892098500626e-16,2.550321657172854e-16,5.799330951582699e-16,2.217966488399542e-16,3.4840868684095046e-16,3.560635012333049e-16
2,1,1,1,1,-3.3306690738754696e-16,-1.3322676295501878e-15,-9.992007221626409e-16,1.1102230246251565e-16,-1.1102230246251565e-15,6.9078970291204925e-16,1.6359988866132708e-15,6.152908259487467e-16,8.630409314449133e-16,8.842044471057237e-16
