theta_deg,rate_Hz_per_0.02deg_bin
7.030000000000000249e+00,2.080711011372715424e-08
7.050000000000000711e+00,1.855275793080734402e-08
7.070000000000000284e+00,1.292720574818884747e-08
7.089999999999999858e+00,8.990066084580681043e-09
7.110000000000000320e+00,1.235885002580604510e-08
7.130000000000000782e+00,1.235519999230428846e-08
7.150000000000000355e+00,8.983490514694657736e-09
7.169999999999999929e+00,1.627770276231110007e-08
7.189999999999999503e+00,8.978445408432794426e-09
7.209999999999999964e+00,1.122015348338202240e-08
7.230000000000000426e+00,6.730262928480804537e-09
7.250000000000000000e+00,5.046469852628792602e-09
7.269999999999999574e+00,9.529541338914724487e-09
7.290000000000000036e+00,5.043392355401347350e-09
7.310000000000000497e+00,6.162584668258953506e-09
7.330000000000000071e+00,4.480888370892870540e-09
7.349999999999999645e+00,5.039438314949126905e-09
7.370000000000000107e+00,3.358558572138057643e-09
7.390000000000000568e+00,4.476951297309145417e-09
7.410000000000000142e+00,4.475977193068103240e-09
7.429999999999999716e+00,3.915165712509681232e-09
7.450000000000000178e+00,2.236599852700891798e-09
7.470000000000000639e+00,1.118017938042388528e-09
7.490000000000000213e+00,2.235441789026686970e-09
7.509999999999999787e+00,1.117443350844326467e-09
7.530000000000000249e+00,3.351288813669947455e-09
7.550000000000000711e+00,1.116742196739745464e-09
7.570000000000000284e+00,2.232915863354734726e-09
7.589999999999999858e+00,1.674118190788466913e-09
7.610000000000000320e+00,1.673754274076888205e-09
7.630000000000000782e+00,1.115499005372771153e-09
7.650000000000000355e+00,1.672789422793046550e-09
7.689999999999999503e+00,5.572017768946854685e-10
7.750000000000000000e+00,5.568305559326141085e-10
7.790000000000000036e+00,5.564332693700868662e-10
